Date,Campaign_Platform,Campaign_Type,Ad_Spend_USD,Clicks,Impressions,Conversions,Revenue_USD,Target_Audience,SEO_Keyword,SEO_Search_Volume,SEO_Difficulty
2024-03-30,Facebook,Brand Awareness,285.95,3149,5263,11,452.36,Working Professionals,top rated productivity app,6886,4.2
2024-07-25,Instagram,Performance/ROAS,469.22,144,48614,15,334.88,Students,top rated productivity app,30268,2.0
2024-02-28,Google Search,App Install,144.75,1887,44403,7,0.0,Working Professionals,top rated productivity app,7627,0.6
2024-08-06,Facebook,Performance/ROAS,326.57,473,28235,6,609.73,Working Professionals,best budget planning app,48934,4.4
2024-08-19,Facebook,Performance/ROAS,360.22,3807,48557,3,65.009,Working Professionals,best budget planning app,22793,2.1
2024-08-22,Facebook,Performance/ROAS,476.37,4926,37484,9,633.52,Gen Z,mobile finance solutions,15378,3.4
2024-11-02,Facebook,Brand Awareness,446.62,2872,6431,8,234.18,Working Professionals,easy goal setting,32756,2.2
2024-03-15,Facebook,Performance/ROAS,38.31,2631,11557,2,37.629000000000005,Gen Z,mobile finance solutions,28108,4.4
2024-08-18,Facebook,Performance/ROAS,168.66,1811,28843,7,902.6,Millennials,top rated productivity app,31898,3.9
2024-10-31,Google Search,Performance/ROAS,425.53,3133,41933,8,662.72,Gen Z,easy goal setting,30275,1.3
2024-03-28,Google Search,Performance/ROAS,418.03,3484,42802,13,853.9,Gen Z,mobile finance solutions,30291,1.1
2024-05-30,Google Search,App Install,61.04,1304,26052,14,0.0,Gen Z,secure investment tracker,18993,3.1
2024-01-25,Google Search,Re-engagement,89.69,4049,14370,10,335.11,Millennials,mobile finance solutions,27691,2.4
2024-06-11,TikTok,Performance/ROAS,17.58,3518,34656,10,665.74,Millennials,best budget planning app,20570,0.6
2024-01-19,TikTok,Performance/ROAS,488.05,3688,49072,7,818.11,Students,secure investment tracker,41761,3.1
2024-04-14,TikTok,Performance/ROAS,497.38,2700,536,8,286.79,Students,top rated productivity app,49990,3.0
2024-05-04,TikTok,Performance/ROAS,268.82,1771,8000,10,239.25,Gen Z,free habit tracker,25373,1.1
2024-03-24,TikTok,Performance/ROAS,83.67,924,32942,18,657.34,Working Professionals,best budget planning app,28702,2.2
2024-05-07,Google Search,Performance/ROAS,184.36,199,48919,6,206.45,Working Professionals,secure investment tracker,17746,2.5
2024-12-16,Google Search,App Install,453.26,902,14006,11,0.0,Working Professionals,secure investment tracker,38589,4.7
2024-11-09,Facebook,Brand Awareness,213.03,3938,1380,6,952.0,Millennials,free habit tracker,6345,4.2
2024-02-25,Google Search,Performance/ROAS,374.77,1177,3326,14,706.51,Students,free habit tracker,43247,3.1
2024-03-26,Google Search,Performance/ROAS,360.64,2849,502,11,45.47,Students,secure investment tracker,37546,3.2
2024-07-26,Instagram,App Install,129.49,1958,29055,9,0.0,Students,free habit tracker,49803,1.4
2024-08-31,Google Search,App Install,238.42,4537,11353,9,0.0,Millennials,best budget planning app,48588,3.4
2024-09-09,TikTok,Performance/ROAS,242.04,3406,6459,19,6.42,Students,free habit tracker,40899,1.2
2024-04-20,Facebook,Performance/ROAS,458.61,1949,9445,7,781.96,Millennials,free habit tracker,47907,2.2
2024-07-17,Facebook,Re-engagement,304.42,2693,45984,11,30.23,Millennials,easy goal setting,30116,4.7
2024-04-16,Facebook,App Install,313.67,925,17730,11,0.0,Working Professionals,secure investment tracker,46245,2.0
2024-12-07,Google Search,Performance/ROAS,351.12,1749,35462,15,904.16,Students,best budget planning app,36294,3.7
2024-01-19,Facebook,Performance/ROAS,310.88,4823,42699,9,247.35,Working Professionals,easy goal setting,15554,1.1
2024-07-25,Instagram,Performance/ROAS,429.99,1409,42238,7,81.24,Gen Z,easy goal setting,12052,1.0
2024-10-26,TikTok,Brand Awareness,223.32,2024,26180,12,641.54,Millennials,best budget planning app,41152,0.8
2024-04-06,Facebook,Performance/ROAS,115.14,1100,45885,3,33.593,Working Professionals,easy goal setting,43051,4.5
2024-05-19,Google Search,Performance/ROAS,194.23,2796,18606,8,13.04,Working Professionals,secure investment tracker,32416,2.3
2024-03-19,Facebook,Performance/ROAS,107.65,1596,14340,8,368.37,Gen Z,top rated productivity app,48777,3.3
2024-10-07,Facebook,Brand Awareness,136.98,2496,14763,11,898.28,Students,secure investment tracker,40426,1.2
2024-10-16,Facebook,Brand Awareness,406.63,4512,25229,10,210.68,Students,free habit tracker,15949,1.0
2024-05-31,Facebook,Performance/ROAS,104.25,444,4242,11,599.99,Millennials,secure investment tracker,40538,1.6
2024-08-18,Instagram,Re-engagement,488.45,571,5801,5,62.39,Gen Z,free habit tracker,24082,4.2
2024-09-15,TikTok,Re-engagement,357.15,1602,44184,5,289.34,Millennials,best budget planning app,32543,1.0
2024-04-21,Google Search,App Install,203.77,1052,20116,10,0.0,Gen Z,easy goal setting,18697,3.7
2024-08-13,Facebook,Performance/ROAS,479.29,258,49535,11,219.38,Gen Z,mobile finance solutions,22403,2.0
2024-08-01,Facebook,Performance/ROAS,246.42,4836,43326,13,232.48,Millennials,best budget planning app,19930,2.1
2024-02-12,Instagram,Performance/ROAS,175.51,2336,22877,10,25.44,Millennials,free habit tracker,36415,4.9
2024-12-03,Facebook,Performance/ROAS,201.82,2135,1577,9,467.37,Students,secure investment tracker,6291,1.8
2024-04-20,TikTok,Performance/ROAS,209.32,1795,36948,11,706.91,Millennials,top rated productivity app,25952,4.9
2024-11-10,Facebook,Performance/ROAS,391.76,223,15013,7,587.92,Working Professionals,secure investment tracker,5554,5.0
2024-11-04,Facebook,Re-engagement,399.14,1794,5573,9,572.5,Students,top rated productivity app,32266,3.6
2024-05-05,Google Search,App Install,405.12,389,20281,9,0.0,Millennials,mobile finance solutions,44619,1.6
2024-02-21,Facebook,Performance/ROAS,132.42,1564,37109,8,686.93,Students,best budget planning app,29472,1.2
2024-02-13,Google Search,App Install,212.43,1909,36214,8,0.0,Students,easy goal setting,13295,4.2
2024-05-24,Instagram,Performance/ROAS,48.77,4739,4983,13,147.91,Working Professionals,best budget planning app,13134,3.0
2024-12-19,Google Search,Performance/ROAS,23.42,360,44836,13,41.52,Gen Z,secure investment tracker,9305,3.0
2024-07-30,Facebook,Re-engagement,361.4,4082,42888,10,816.87,Gen Z,top rated productivity app,2845,2.0
2024-09-13,Google Search,Performance/ROAS,89.56,2231,34876,12,389.94,Students,mobile finance solutions,25906,2.3
2024-06-08,Facebook,Re-engagement,413.78,1287,19456,14,802.49,Millennials,easy goal setting,43145,1.5
2024-06-23,Google Search,Performance/ROAS,255.08,4811,5556,8,459.54,Students,best budget planning app,10288,1.9
2024-12-15,Facebook,Performance/ROAS,112.98,958,15424,5,886.23,Gen Z,secure investment tracker,43696,4.8
2024-03-13,TikTok,Re-engagement,446.22,1065,47872,9,897.38,Millennials,mobile finance solutions,21515,4.2
2024-02-25,Facebook,App Install,249.39,1323,9357,10,0.0,Students,easy goal setting,16721,3.4
2024-09-21,Google Search,Performance/ROAS,257.01,4866,49342,11,478.83,Gen Z,free habit tracker,2442,1.9
2024-04-17,Instagram,Performance/ROAS,453.2,1970,44476,8,224.88,Students,mobile finance solutions,3964,3.4
2024-09-25,Google Search,App Install,200.97,4910,25266,10,0.0,Working Professionals,free habit tracker,23886,4.7
2024-12-30,Facebook,App Install,353.09,1533,21050,7,0.0,Students,top rated productivity app,33144,3.0
2024-03-07,Facebook,Performance/ROAS,476.55,1956,7091,10,313.65,Working Professionals,free habit tracker,38775,2.4
2024-12-07,Google Search,Performance/ROAS,118.73,1446,4627,9,154.7,Millennials,best budget planning app,49067,4.2
2024-03-10,Google Search,Brand Awareness,178.75,2204,38053,8,542.0,Students,top rated productivity app,38392,4.0
2024-07-15,Facebook,Re-engagement,91.77,2988,44357,14,963.39,Millennials,easy goal setting,41391,3.3
2024-08-22,Instagram,Performance/ROAS,124.56,1741,31821,9,366.44,Working Professionals,easy goal setting,3663,4.8
2024-10-10,Google Search,Performance/ROAS,377.27,4675,23193,8,185.64,Working Professionals,best budget planning app,11987,3.3
2024-03-08,Google Search,Performance/ROAS,274.13,4818,25040,9,228.55,Students,secure investment tracker,7404,0.7
2024-11-11,Facebook,App Install,165.25,2218,34282,9,0.0,Students,best budget planning app,18338,2.3
2024-01-15,Facebook,Re-engagement,494.14,2707,16799,7,686.7,Students,mobile finance solutions,27892,1.3
2024-10-29,Google Search,Performance/ROAS,472.23,3323,39649,14,475.66,Millennials,best budget planning app,10462,1.4
2024-06-01,Instagram,Re-engagement,442.85,72,14295,12,207.55,Gen Z,easy goal setting,46755,2.9
2024-09-07,Google Search,Performance/ROAS,37.9,4846,9981,6,224.97,Millennials,easy goal setting,45368,0.6
2024-03-26,Google Search,Re-engagement,331.23,4079,36308,5,233.42,Students,mobile finance solutions,16669,4.3
2024-11-20,Google Search,Performance/ROAS,112.73,1108,38930,10,408.62,Students,mobile finance solutions,4917,3.4
2024-09-19,Google Search,Performance/ROAS,148.4,467,3356,11,787.0,Students,easy goal setting,27180,2.2
2024-10-12,Google Search,Re-engagement,265.09,1515,40933,12,230.19,Working Professionals,free habit tracker,1195,4.5
2024-06-10,Instagram,Re-engagement,276.33,1440,31537,13,214.54,Working Professionals,best budget planning app,2360,4.8
2024-02-09,Google Search,Performance/ROAS,32.28,3230,5421,17,750.34,Gen Z,mobile finance solutions,732,1.9
2024-08-19,Facebook,Performance/ROAS,47.45,4868,48448,12,219.83,Working Professionals,easy goal setting,9700,4.3
2024-12-26,TikTok,Performance/ROAS,299.92,4604,12655,4,15.181000000000001,Working Professionals,top rated productivity app,37586,0.5
2024-09-12,Facebook,Performance/ROAS,249.55,4415,20331,11,96.16,Gen Z,top rated productivity app,28692,4.0
2024-08-09,Instagram,Re-engagement,128.88,4629,20717,12,611.13,Millennials,secure investment tracker,6707,2.4
2024-06-03,Facebook,Performance/ROAS,187.26,949,6688,11,775.49,Gen Z,easy goal setting,44591,0.6
2024-09-28,TikTok,Re-engagement,158.62,3598,38597,7,401.83,Students,best budget planning app,49083,4.7
2024-01-31,Google Search,App Install,239.46,3159,30644,11,0.0,Gen Z,free habit tracker,14610,2.3
2024-12-03,Facebook,Performance/ROAS,350.89,2783,18843,4,14.157,Millennials,best budget planning app,40937,3.9
2024-05-17,Facebook,Re-engagement,82.29,3917,35320,8,652.61,Millennials,secure investment tracker,34121,4.9
2024-04-10,Google Search,App Install,295.58,1162,42290,7,0.0,Gen Z,easy goal setting,24384,4.9
2024-02-08,Google Search,Performance/ROAS,418.71,2487,12521,10,718.59,Working Professionals,secure investment tracker,33573,2.5
2024-04-11,Google Search,Re-engagement,476.57,3171,5834,6,515.15,Students,best budget planning app,16850,3.6
2024-10-29,Google Search,Re-engagement,289.64,1448,7960,13,928.45,Students,best budget planning app,9359,3.2
2024-01-25,Instagram,Performance/ROAS,452.52,3214,41124,9,742.52,Students,top rated productivity app,37723,3.2
2024-01-17,Google Search,Performance/ROAS,86.5,1878,3251,5,855.52,Students,mobile finance solutions,12916,1.4
2024-08-01,Facebook,Performance/ROAS,389.73,910,42514,8,986.5,Working Professionals,best budget planning app,14708,1.6
2024-08-05,Google Search,Performance/ROAS,463.71,2274,30514,8,741.85,Students,easy goal setting,16649,4.2
2024-03-07,Facebook,Re-engagement,291.99,399,32781,5,860.63,Millennials,free habit tracker,27917,2.5
2024-07-10,Instagram,Performance/ROAS,199.93,4768,36477,7,252.77,Millennials,best budget planning app,44270,0.8
2024-07-31,Instagram,Performance/ROAS,98.95,1553,33955,10,92.56,Students,best budget planning app,3040,4.6
2024-02-15,Google Search,Re-engagement,92.47,1384,3325,5,224.25,Working Professionals,mobile finance solutions,41415,1.8
2024-11-26,Google Search,Performance/ROAS,124.18,1871,31225,16,970.9,Students,best budget planning app,37516,3.1
2024-08-06,Google Search,Re-engagement,263.34,2912,42333,5,226.3,Millennials,easy goal setting,22674,0.8
2024-05-16,Google Search,Performance/ROAS,64.45,4535,29198,8,48.99,Millennials,top rated productivity app,34130,0.9
2024-09-11,Google Search,Performance/ROAS,165.25,172,46674,7,533.3,Gen Z,secure investment tracker,40315,3.4
2024-07-27,TikTok,App Install,228.29,3939,23452,11,0.0,Working Professionals,mobile finance solutions,35310,4.1
2024-03-18,Facebook,Performance/ROAS,301.22,1463,38425,6,78.46,Students,secure investment tracker,36437,3.5
2024-07-29,Google Search,Brand Awareness,400.34,4557,37342,6,381.71,Students,top rated productivity app,22918,2.5
2024-10-17,Google Search,Performance/ROAS,30.19,3421,2587,6,237.38,Students,best budget planning app,9982,1.3
2024-05-17,Facebook,App Install,454.24,3840,38573,14,0.0,Students,secure investment tracker,28509,3.0
2024-10-02,Google Search,Performance/ROAS,123.33,712,24768,7,542.37,Students,secure investment tracker,17241,1.8
2024-04-01,TikTok,Re-engagement,182.01,3297,26797,10,626.24,Students,free habit tracker,48625,3.0
2024-03-04,Google Search,Performance/ROAS,67.96,4041,35510,11,319.54,Students,best budget planning app,23434,0.8
2024-05-14,Google Search,App Install,222.88,3262,5084,12,0.0,Gen Z,mobile finance solutions,3675,3.2
2024-05-14,TikTok,App Install,117.91,808,35739,5,0.0,Gen Z,secure investment tracker,20083,4.6
2024-04-16,Facebook,App Install,64.65,4593,6870,9,0.0,Students,free habit tracker,38847,3.6
2024-05-06,Google Search,Performance/ROAS,124.18,511,15528,9,417.66,Working Professionals,best budget planning app,10398,0.8
2024-04-21,Instagram,Performance/ROAS,352.88,3278,17758,8,504.22,Gen Z,mobile finance solutions,41048,1.5
2024-05-04,TikTok,Re-engagement,122.71,4183,15921,10,313.41,Working Professionals,easy goal setting,43181,3.1
2024-05-01,Google Search,Brand Awareness,134.58,123,35138,5,737.38,Working Professionals,free habit tracker,12436,4.4
2024-09-08,Instagram,Performance/ROAS,488.27,4579,41265,11,359.94,Gen Z,free habit tracker,47802,4.4
2024-05-20,Facebook,App Install,482.74,4762,40512,13,0.0,Students,mobile finance solutions,38122,4.5
2024-12-29,Google Search,Performance/ROAS,11.31,673,43824,7,922.61,Students,best budget planning app,27685,2.2
2024-06-03,Facebook,Performance/ROAS,363.73,2349,30899,13,47.26,Gen Z,mobile finance solutions,34617,1.7
2024-03-09,Google Search,Re-engagement,98.08,1271,46667,12,222.35,Gen Z,free habit tracker,47771,4.4
2024-02-27,Facebook,Performance/ROAS,40.85,1027,27329,8,818.08,Gen Z,secure investment tracker,47183,0.6
2024-05-13,Google Search,Re-engagement,282.07,848,41717,12,285.13,Working Professionals,easy goal setting,20842,1.6
2024-08-28,Facebook,Performance/ROAS,315.95,3663,26363,4,61.330999999999996,Working Professionals,secure investment tracker,33189,3.0
2024-10-15,Google Search,Performance/ROAS,388.22,1619,49502,9,592.97,Working Professionals,free habit tracker,35996,4.9
2024-04-17,Facebook,Re-engagement,424.93,3984,15956,5,0.91,Gen Z,free habit tracker,49484,3.9
2024-11-30,Instagram,Performance/ROAS,337.6,2736,45598,8,480.04,Working Professionals,top rated productivity app,19885,3.4
2024-04-05,Google Search,Performance/ROAS,255.0,4260,17276,7,944.85,Millennials,easy goal setting,26415,2.9
2024-12-30,Facebook,Brand Awareness,344.76,1248,4521,7,595.17,Working Professionals,secure investment tracker,5685,3.7
2024-07-02,Google Search,Performance/ROAS,406.89,2253,13393,8,619.85,Students,easy goal setting,22004,1.0
2024-11-19,Google Search,Performance/ROAS,53.17,1155,13242,17,618.09,Working Professionals,easy goal setting,12425,2.3
2024-12-24,Google Search,Performance/ROAS,41.35,4581,20690,11,174.19,Gen Z,top rated productivity app,19024,2.1
2024-11-01,Instagram,Re-engagement,63.67,1743,30616,14,909.43,Students,mobile finance solutions,31201,3.3
2024-03-11,TikTok,Brand Awareness,214.45,180,42545,10,661.72,Millennials,mobile finance solutions,40637,3.7
2024-07-19,Instagram,Re-engagement,118.23,2461,34581,13,842.0,Millennials,free habit tracker,46645,1.7
2024-10-16,Google Search,Performance/ROAS,296.82,163,19026,9,898.09,Students,mobile finance solutions,7938,4.0
2024-05-03,Google Search,Re-engagement,345.48,2100,34972,11,398.25,Gen Z,best budget planning app,15287,1.7
2024-02-01,Google Search,Performance/ROAS,309.45,2133,11300,9,430.32,Students,easy goal setting,12050,0.5
2024-05-30,Google Search,Performance/ROAS,409.87,1774,14459,20,728.26,Millennials,best budget planning app,45369,1.5
2024-02-21,Facebook,App Install,383.3,4311,31066,9,0.0,Working Professionals,secure investment tracker,1145,4.1
2024-10-24,Google Search,App Install,233.15,2842,10282,3,0.0,Working Professionals,secure investment tracker,44681,2.0
2024-07-08,Facebook,Performance/ROAS,425.48,3338,46830,19,458.14,Gen Z,easy goal setting,47773,1.8
2024-09-11,Facebook,Re-engagement,48.48,449,37963,7,893.54,Students,mobile finance solutions,37410,1.0
2024-10-03,Facebook,Performance/ROAS,200.38,427,44866,13,309.5,Millennials,best budget planning app,7708,5.0
2024-08-06,Google Search,Performance/ROAS,304.04,2030,29756,5,295.36,Working Professionals,easy goal setting,3270,1.6
2024-09-15,Instagram,Performance/ROAS,411.4,2448,8565,12,575.83,Working Professionals,free habit tracker,14653,3.0
2024-04-09,Instagram,Performance/ROAS,11.74,1844,47536,16,585.77,Working Professionals,free habit tracker,3716,4.2
2024-01-14,Google Search,Re-engagement,184.46,3931,42196,7,9.21,Gen Z,free habit tracker,37070,2.9
2024-11-25,Instagram,Performance/ROAS,35.65,2658,19365,6,603.83,Gen Z,easy goal setting,47381,3.3
2024-09-02,Google Search,Performance/ROAS,196.74,2632,47718,14,401.39,Millennials,easy goal setting,17815,2.5
2024-11-15,Facebook,Performance/ROAS,315.33,2122,30687,8,355.19,Millennials,top rated productivity app,21815,2.9
2024-06-13,Facebook,Performance/ROAS,60.29,3341,21228,11,606.68,Gen Z,free habit tracker,16514,4.8
2024-02-19,Facebook,App Install,11.67,962,27407,9,0.0,Millennials,best budget planning app,19801,4.1
2024-04-06,Google Search,Performance/ROAS,80.32,4617,38956,4,86.16300000000001,Gen Z,mobile finance solutions,37245,2.4
2024-04-26,Google Search,Performance/ROAS,423.8,4913,16866,11,144.86,Millennials,free habit tracker,11107,1.9
